entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,login_success,label,login_hour,day_of_week,command_length,unique_resources,failed_login_count,is_known_device,is_known_location,auth_method_encoded,entity_type_encoded
acdb1427-d422-4059-8a28-7c7fcdf8cdd6,User,2026-06-29 10:27:32,120.148.125.34,"Justinton, Namibia",CRM,Biometric,16377,Unknown,Windows 11 - Edge,True,Normal,10,0,0,1,0.0,1,1,0,1
3dd9866e-e786-4dcb-a1e0-a79aba58ca58,User,2026-07-12 13:26:51,171.16.45.230,"North Crystal, Costa Rica",CRM,Password,11111,Unknown,Windows 10 - Edge,True,Normal,13,6,0,1,0.0,1,1,3,1
b679a8bc-8c1c-4a7b-8923-0133a3628893,User,2026-06-27 14:40:44,87.215.132.178,"East Joanna, Colombia",VPN,SSO,10829,Unknown,Windows 11 - Chrome,True,Normal,14,5,0,1,0.0,1,1,4,1
845fac08-4317-405e-81e3-a0791d0e0d39,User,2026-07-11 12:18:26,126.93.163.47,"Deckerland, El Salvador",Intranet,Biometric,17284,Unknown,Windows 10 - Firefox,True,Normal,12,5,0,1,0.0,1,1,0,1
87b607b6-3c12-4025-b0c6-5beef702fdf6,User,2026-07-05 14:14:11,55.37.125.229,"Lake Craigshire, Montserrat",CRM,SSO,15426,Unknown,macOS 13 - Chrome,True,Normal,14,6,0,1,0.0,1,1,4,1
4866d7ae-35af-41a0-b7c4-259d8929acdf,User,2026-07-13 09:24:11,38.109.12.171,"East Wandaville, Guernsey",Email,SSO,7929,Unknown,Windows 10 - Firefox (Updated),True,Normal,9,0,0,1,0.0,0,1,4,1
444d0f7c-7a51-4998-9e04-bbdf8b8de673,Device,2026-07-23 11:49:36,10.67.192.166,"East Beverly, Zimbabwe",HRIS,SSO,7172,Unknown,Load Balancer,True,Normal,11,3,0,1,0.0,1,1,4,0
5ec8e5ac-09a7-46fd-988f-ce97226cfaba,Device,2026-07-01 14:30:41,79.225.85.96,"Danielport, Switzerland",AWS Console,MFA,2789,Unknown,Database Server,True,Normal,14,2,0,1,0.0,1,1,2,0
2208be14-9700-4176-809d-e280b4c4d6e1,User,2026-07-05 12:31:19,22.206.73.86,"Hensonberg, Jordan",AWS Console,MFA,24762,aws s3 ls -> kubectl get pods -> docker ps,Ubuntu 22.04 - Firefox,True,Normal,12,6,3,1,0.0,1,1,2,1
6975e23c-3786-4461-bd42-551ffae47b36,User,2026-06-26 10:28:06,131.170.120.215,"Lake Derrick, Denmark",Email,SSO,28202,Unknown,Windows 11 - Edge,True,Normal,10,4,0,1,0.0,1,1,4,1
eca29210-47e8-43e5-8e0b-69fc99134d8e,User,2026-06-26 13:24:19,53.115.242.80,"North Julieland, Czech Republic",Intranet,MFA,4671,Unknown,macOS 13 - Chrome,True,Normal,13,4,0,1,1.0,1,1,2,1
1ac3991a-5c7e-4bb9-9bc2-c3a1656ee1d9,Device,2026-07-11 17:00:13,216.85.159.29,"South Cody, Sri Lanka",Intranet,Biometric,27226,Unknown,App Server,True,Normal,17,5,0,1,0.0,1,1,0,0
94d34173-47dd-436c-a495-b25cdbb39980,Device,2026-07-23 11:12:07,11.170.182.172,"Munozbury, Belize",HRIS,Password,15971,Unknown,Database Server,True,Normal,11,3,0,1,0.0,1,1,3,0
38cfe8a1-b8a7-4ff7-86d9-235fdb9017cc,User,2026-07-18 10:42:19,51.2.121.225,"Gibsonmouth, Cote d'Ivoire",Confluence,SSO,27497,Unknown,Windows 11 - Chrome,True,Normal,10,5,0,1,0.0,1,1,4,1
70a625b0-4f41-4193-bb66-ee0ff9b2fffb,User,2026-07-04 09:47:48,216.71.14.45,"Tracyland, Ireland",HRIS,Biometric,23687,Unknown,Windows 10 - Safari,True,Normal,9,5,0,1,0.0,1,1,0,1
53e1e8a8-b5c6-4ad9-8846-40fad12c8b66,User,2026-07-18 12:39:02,138.130.157.28,"East Susanfort, San Marino",GitLab,SSO,205,ssh -i key.pem,Windows 10 - Safari,True,Normal,12,5,1,1,0.0,1,0,4,1
7c471295-29a7-4df7-affc-3a79526df374,User,2026-07-07 11:48:15,161.176.130.165,"South Jacob, Qatar",Confluence,SSO,18519,Unknown,Windows 11 - Chrome,True,Normal,11,1,0,1,0.0,1,1,4,1
87b607b6-3c12-4025-b0c6-5beef702fdf6,User,2026-07-22 14:43:24,87.60.46.65,"Lake Craigshire, Montserrat",CRM,SSO,1839,Unknown,macOS 13 - Chrome,True,Normal,14,2,0,1,0.0,1,1,4,1
5e8becf6-f214-4545-a202-3333fb636fb7,User,2026-07-02 15:34:13,75.159.23.170,"Jasonhaven, Iraq",VPN,SSO,22270,Unknown,macOS 13 - Firefox,True,Normal,15,3,0,1,0.0,1,1,4,1
658f7291-52e5-49a5-9a92-9cb51f87a189,Device,2026-06-28 11:50:03,64.188.154.157,"Harrisshire, Fiji",HRIS,Hardware Token,1463,Unknown,App Server,True,Normal,11,6,0,1,0.0,1,1,1,0
74433488-bf64-4318-83d5-50201dff4973,User,2026-07-07 18:28:45,36.148.255.42,"Patricktown, Kuwait",AWS Console,MFA,3924,kubectl get pods -> git push -> ssh -i key.pem,macOS 13 - Chrome,True,Normal,18,1,3,1,0.0,1,0,2,1
b3fc1fa4-776d-4ffc-8e9d-31d2e80352a9,Device,2026-07-23 10:24:20,140.179.41.18,"Jacobston, Finland",Intranet,MFA,25936,Unknown,IoT Sensor,True,Normal,10,3,0,1,0.0,1,1,2,0
6cad6a25-b9e8-4285-ac91-60e5204c0071,User,2026-07-12 06:23:26,182.11.234.205,"West Eric, South Africa",VPN,SSO,16714,Unknown,Ubuntu 22.04 - Safari,True,Normal,6,6,0,1,0.0,1,1,4,1
754b1ccc-e0bf-4404-af85-61961458d41c,Device,2026-06-29 12:38:51,141.193.236.142,"Alvaradoside, Rwanda",Confluence,SSO,9130,Unknown,IoT Sensor,True,Normal,12,0,0,1,0.0,1,1,4,0
c828bfb2-9bce-4deb-b66a-f3149c160cf1,User,2026-07-15 14:06:51,66.107.37.141,"New Ronald, Argentina",GitLab,Password,22055,docker ps -> git push -> git pull,Ubuntu 22.04 - Edge,True,Normal,14,2,3,1,0.0,1,1,3,1
9dc776ce-3a99-4d50-9e56-bc7611b1918f,User,2026-07-16 15:12:06,82.22.203.136,"Collinsshire, Sweden",VPN,Password,15315,Unknown,macOS 13 - Chrome,True,Normal,15,3,0,1,0.0,1,1,3,1
92b9316a-69c1-4f4f-94fd-13a40ee400fd,Device,2026-07-11 12:44:59,155.87.226.23,"West Connie, Zimbabwe",VPN,Password,24961,Unknown,Load Balancer,True,Normal,12,5,0,1,0.0,1,1,3,0
12431ca4-6714-4cc6-a2de-26ac96dfbdeb,Device,2026-07-24 14:33:11,142.43.157.196,"Port Carolberg, Montserrat",VPN,Password,16680,Unknown,Network Router,True,Normal,14,4,0,1,1.0,1,1,3,0
145224e0-92f8-4221-b571-d877a818c0bf,User,2026-07-20 17:20:13,160.178.32.171,"Angelaville, Dominica",Jira,Password,11994,Unknown,Windows 11 - Firefox,True,Normal,17,0,0,1,0.0,1,0,3,1
bfd7cc58-1a38-4d51-a06d-b69235f7766d,User,2026-07-10 13:46:09,12.113.203.151,"Davilamouth, Egypt",Email,Password,18880,Unknown,Ubuntu 22.04 - Firefox,True,Normal,13,4,0,1,0.0,1,1,3,1
4a2aacac-109c-437e-a271-421305563062,Device,2026-07-03 15:36:19,83.7.181.39,"South Caitlin, Sri Lanka",Jira,SSO,15484,Unknown,Load Balancer,True,Normal,15,4,0,1,0.0,1,1,4,0
f465eeec-8248-4ff4-b8ea-9b53880fb16b,User,2026-07-01 15:07:03,204.19.84.79,"Jasonhaven, Senegal",HRIS,Biometric,21274,Unknown,Windows 10 - Firefox,True,Normal,15,2,0,1,0.0,1,0,0,1
1dc2ad68-ad57-44cb-9a77-bd2e6e3335ed,User,2026-07-23 09:26:22,193.122.214.67,"New Elizabeth, Mauritius",Confluence,Password,15970,Unknown,Windows 11 - Chrome,True,Normal,9,3,0,1,0.0,1,0,3,1
9650a739-9aa1-428e-924b-0aceebc5afc0,User,2026-07-14 10:40:46,131.2.84.194,"North Davidfort, Burundi",Database,Hardware Token,5541,pg_dump,Windows 11 - Firefox,True,Normal,10,1,1,1,0.0,1,1,1,1
5f13ca8f-9c0e-4d5f-b549-68487fffb4cd,User,2026-06-25 14:40:43,171.93.46.181,"Lake John, Netherlands",AWS Console,Password,0,Unknown,Unknown Script/Bot,False,BruteForce,14,3,0,1,5.0,1,0,3,1
e085cef0-4c7e-4867-b8fb-5764a2ba5b7b,User,2026-07-21 09:30:40,222.241.229.74,"North Aprilview, Macao",Intranet,SSO,21393,Unknown,Ubuntu 22.04 - Chrome,False,Normal,9,1,0,1,1.0,1,0,4,1
7ed7790c-c81a-4112-bf0c-be7d7d2c83d6,User,2026-06-28 15:52:18,108.183.82.112,"Samuelstad, Madagascar",CRM,MFA,28214,Unknown,Ubuntu 22.04 - Firefox,True,Normal,15,6,0,1,0.0,1,1,2,1
710862ac-ffcb-4f75-b9c3-b3fb010163a7,User,2026-07-19 08:54:10,211.122.219.113,"Port Daniellehaven, Australia",Jira,Hardware Token,5448,Unknown,Ubuntu 22.04 - Edge,False,Normal,8,6,0,1,1.0,1,0,1,1
436b2e13-9d82-4d4c-a86f-cd7710ebebc8,User,2026-07-14 14:37:34,149.231.5.43,"Port Michelleside, Honduras",Confluence,Password,3540,Unknown,Ubuntu 22.04 - Firefox,True,Normal,14,1,0,1,0.0,1,0,3,1
38d60f33-5153-464c-a022-4fce3ec0aa63,User,2026-06-25 08:20:02,122.97.225.117,"North Henry, Anguilla",GitLab,Hardware Token,950,kubectl get pods -> git push,macOS 13 - Chrome,True,Normal,8,3,2,1,0.0,0,0,1,1
e08189b7-6642-4010-a49f-0ee100cb6c3a,User,2026-07-17 13:42:21,55.65.45.135,"South Stephanieside, France",HRIS,SSO,5831,Unknown,Ubuntu 22.04 - Safari,True,Normal,13,4,0,1,0.0,1,1,4,1
e5087288-c620-483d-9dbf-8212393afa32,User,2026-07-23 14:11:40,38.39.182.175,"New Ashley, Uzbekistan",AWS Console,Hardware Token,28067,ssh -i key.pem -> aws s3 ls -> git pull,macOS 13 - Edge,True,Normal,14,3,3,1,0.0,1,1,1,1
09321937-e0d6-4c1c-8a67-816c87036277,User,2026-06-29 09:57:39,188.71.116.158,"Garciastad, French Guiana",CRM,Hardware Token,17039,Unknown,macOS 13 - Safari,True,Normal,9,0,0,1,0.0,1,1,1,1
9ca75d73-f96f-4a0e-ba51-eea7cac7abab,User,2026-07-23 06:32:38,157.228.16.109,"Briannatown, Falkland Islands (Malvinas)",Jira,Biometric,21400,Unknown,Windows 11 - Edge,True,Normal,6,3,0,1,0.0,1,1,0,1
38c6199f-ba1e-4e13-84d0-7b499e7d158c,User,2026-07-23 14:02:51,209.87.178.94,"Clarenceberg, Rwanda",Jira,Password,23440,Unknown,macOS 13 - Firefox,True,Normal,14,3,0,1,0.0,1,1,3,1
936f8dc9-7554-4c6b-aff8-dd0dfe7f413a,User,2026-07-16 12:23:34,19.23.142.231,"Claybury, Bermuda",Jira,Hardware Token,25429,Unknown,Windows 11 - Chrome,True,Normal,12,3,0,1,0.0,1,0,1,1
d303a1a3-b19e-4bcf-a840-f18e74c4dc76,User,2026-07-01 11:20:13,105.164.239.179,"West Kaylamouth, Sierra Leone",HRIS,Password,24603,Unknown,Windows 11 - Safari,True,Normal,11,2,0,1,1.0,1,0,3,1
991f2784-7855-44a2-8959-c26437d869ff,User,2026-07-10 15:24:13,45.234.36.101,"Carlaview, New Zealand",Intranet,Biometric,3825,Unknown,Windows 11 - Safari,True,Normal,15,4,0,1,0.0,1,1,0,1
19263c50-1afc-432a-bb4e-dda893a4eae1,Device,2026-06-26 15:44:44,220.163.148.63,"Thomaston, Svalbard & Jan Mayen Islands",HRIS,Password,5707,Unknown,Network Router,True,Normal,15,4,0,1,0.0,1,1,3,0
b7fa1480-9307-4e18-abcd-966807f28d91,Device,2026-06-29 14:06:10,184.84.174.33,"South Reginachester, Maldives",Intranet,MFA,25250,Unknown,App Server,True,Normal,14,0,0,1,0.0,1,1,2,0
a86b1b31-d558-4947-bdae-077e217b89a8,Device,2026-07-02 13:16:40,75.192.235.253,"Hernandezport, United Arab Emirates",Database,Biometric,5395,Unknown,Load Balancer,True,Normal,13,3,0,1,0.0,1,1,0,0
91b33370-67bf-45fc-b0cb-60173a321c12,User,2026-07-10 11:58:45,15.208.38.34,"Markside, Namibia",Jira,MFA,18005,Unknown,Ubuntu 22.04 - Safari,True,Normal,11,4,0,1,0.0,1,1,2,1
a60f25d3-e692-45be-97d6-932b2be50a12,User,2026-07-02 15:51:55,61.243.210.58,"Woodchester, Guatemala",CRM,Hardware Token,2183,Unknown,Windows 10 - Safari,True,Normal,15,3,0,1,0.0,1,1,1,1
1aea8e25-81f0-454e-88d5-0e2c0d7cae20,User,2026-07-16 16:27:11,75.186.175.21,"Judyland, Eritrea",CRM,Password,18320,Unknown,macOS 13 - Chrome,True,Normal,16,3,0,1,0.0,1,1,3,1
b3e02b14-6b11-462d-a17c-364bb5bcd092,User,2026-07-14 06:53:35,98.16.57.48,"East Jamesmouth, Russian Federation",Jira,Biometric,26682,Unknown,Ubuntu 22.04 - Chrome,True,Normal,6,1,0,1,1.0,1,1,0,1
436b2e13-9d82-4d4c-a86f-cd7710ebebc8,User,2026-06-25 14:09:17,149.231.5.43,"Colleenland, French Southern Territories",Confluence,Password,15816,Unknown,Ubuntu 22.04 - Firefox,True,Normal,14,3,0,1,0.0,1,1,3,1
1c2da290-ad8d-4b0b-ac4c-240ee41cdbb1,User,2026-07-21 11:24:07,193.227.251.234,"Schroederland, New Caledonia",Confluence,Hardware Token,15437,Unknown,macOS 13 - Safari,True,Normal,11,1,0,1,0.0,1,1,1,1
6ab44e6f-69a4-4dab-a6c3-1a62047672c0,User,2026-07-03 11:20:48,188.197.235.89,"Oscarberg, New Zealand",Confluence,Password,23907,Unknown,Ubuntu 22.04 - Edge,True,Normal,11,4,0,1,1.0,1,1,3,1
dce84429-da6c-483c-ab77-10a68837deff,Device,2026-07-19 09:04:30,212.4.147.64,"North Todd, Austria",CRM,SSO,10236,Unknown,Load Balancer,True,Normal,9,6,0,1,0.0,1,1,4,0
4a76e33d-5af2-4d32-9812-918becef3948,Device,2026-07-21 08:28:23,39.158.145.170,"North Brittanychester, United States of America",Intranet,Biometric,1883,Unknown,App Server,True,Normal,8,1,0,1,0.0,1,1,0,0
5895d877-447f-48e1-80d3-07310a72e6a9,User,2026-07-18 17:07:04,134.102.166.0,"Peterfort, Philippines",VPN,Hardware Token,16147,Unknown,Windows 11 - Safari,True,Normal,17,5,0,1,0.0,1,1,1,1
5e8becf6-f214-4545-a202-3333fb636fb7,User,2026-07-15 12:39:48,69.156.234.159,"Jasonhaven, Iraq",Database,SSO,26120,EXPLAIN ANALYZE,macOS 13 - Firefox,True,Normal,12,2,1,1,0.0,1,1,4,1
444d0f7c-7a51-4998-9e04-bbdf8b8de673,Device,2026-06-26 15:01:34,180.64.164.53,"Nortonchester, Tonga",HRIS,Password,0,Unknown,Unknown Script/Bot,False,BruteForce,15,4,0,1,5.0,1,0,3,0
5e0b6393-be0d-4702-a312-ad9597e355f4,User,2026-07-17 08:54:41,111.207.9.113,"Rodneyburgh, Ghana",HRIS,SSO,10164,Unknown,Windows 10 - Chrome,True,Normal,8,4,0,1,0.0,1,1,4,1
fcc1c8c7-3f52-4473-bb1a-65c2bcbecd6a,User,2026-07-20 10:26:13,182.123.233.234,"East Robert, Angola",Intranet,Biometric,20838,Unknown,Windows 10 - Edge,True,Normal,10,0,0,1,0.0,1,1,0,1
b679a8bc-8c1c-4a7b-8923-0133a3628893,User,2026-06-25 07:04:40,104.129.217.30,"Kellifurt, Heard Island and McDonald Islands",Confluence,Password,0,Unknown,Unknown Script/Bot,False,BruteForce,7,3,0,1,4.0,1,0,3,1
036c4624-3e3b-4420-b89e-daffe9e27084,User,2026-07-16 15:36:22,25.2.117.248,"Paulville, Oman",Confluence,Biometric,17939,Unknown,Windows 10 - Safari,True,Normal,15,3,0,1,0.0,1,1,0,1
8848ea05-3059-4691-8f98-ad1392e7c1de,User,2026-07-23 11:56:16,126.66.178.17,"Hamiltonland, Wallis and Futuna",Intranet,SSO,9685,Unknown,Ubuntu 22.04 - Chrome,True,Normal,11,3,0,1,0.0,1,1,4,1
1aea8e25-81f0-454e-88d5-0e2c0d7cae20,User,2026-07-19 17:29:56,75.186.175.21,"Judyland, Eritrea",Intranet,Password,19674,Unknown,macOS 13 - Chrome,True,Normal,17,6,0,1,0.0,1,1,3,1
ad4486ce-cb5f-483d-82c8-8276c2600b54,User,2026-07-19 14:39:34,41.223.222.196,"Robinsonport, Iran",Confluence,Password,17713,Unknown,Windows 11 - Firefox,True,Normal,14,6,0,1,0.0,1,1,3,1
ce76fafc-d827-4660-8f13-c9aa35b0c6eb,User,2026-07-11 08:55:38,213.231.72.13,"North Howard, Tokelau",Intranet,Password,14494,Unknown,Windows 11 - Firefox,True,Normal,8,5,0,1,0.0,1,1,3,1
adc02294-8c0f-4650-92b5-de56fcbed3f3,User,2026-07-10 11:32:41,123.95.91.201,"New Jeremyborough, Grenada",VPN,Biometric,18256,Unknown,macOS 13 - Chrome (Updated),True,Normal,11,4,0,1,0.0,0,1,0,1
428775c4-a85e-47a5-bfa1-e84d77465b5f,User,2026-06-28 17:28:55,116.20.168.234,"New Erin, Faroe Islands",Database,Hardware Token,4424,pg_dump,Ubuntu 22.04 - Firefox,True,Normal,17,6,1,1,0.0,1,1,1,1
bfd7cc58-1a38-4d51-a06d-b69235f7766d,User,2026-07-19 11:10:15,12.113.203.151,"Davilamouth, Egypt",Email,Password,16911,Unknown,Ubuntu 22.04 - Firefox,True,Normal,11,6,0,1,0.0,1,1,3,1
81229240-59fe-4755-b312-4ffb5b52bad7,User,2026-06-28 10:17:15,136.48.193.120,"West Johntown, Slovenia",Confluence,SSO,10470,Unknown,Windows 11 - Chrome,True,Normal,10,6,0,1,0.0,1,1,4,1
329b7867-67e2-4b95-af63-0c4b79d13ccc,Device,2026-07-09 18:33:56,14.175.60.228,"Lake Amy, Tuvalu",Database,MFA,24458,Unknown,IoT Sensor,True,Normal,18,3,0,1,0.0,1,1,2,0
0000af56-3d53-49f4-973b-6eeb00dbca7d,User,2026-07-24 13:06:15,59.177.27.114,"New William, Dominican Republic",Database,MFA,26803,EXPLAIN ANALYZE,macOS 13 - Chrome,True,Normal,13,4,1,1,1.0,1,1,2,1
fd15e74d-867c-4c96-8be5-bd42c9992a55,Device,2026-06-29 10:53:56,175.243.217.225,"South Kenneth, Christmas Island",CRM,SSO,9577,Unknown,Load Balancer,True,Normal,10,0,0,1,0.0,1,1,4,0
0c8df462-26ff-498f-a7ee-c99442f415a1,User,2026-06-27 07:00:04,113.230.99.230,"Ericbury, Mayotte",AWS Console,Hardware Token,11990,git pull -> kubectl get pods,macOS 13 - Edge,True,Normal,7,5,2,1,2.0,1,1,1,1
7f5a0698-1664-4181-b957-42983dd45c54,User,2026-07-02 11:17:18,166.189.255.200,"Michellebury, Chile",Email,MFA,26212,Unknown,Windows 11 - Chrome,True,Normal,11,3,0,1,0.0,1,1,2,1
145224e0-92f8-4221-b571-d877a818c0bf,User,2026-07-03 11:13:56,191.17.134.96,"East Autumnmouth, Anguilla",GitLab,Password,8944,git push -> ssh -i key.pem -> kubectl get pods,Windows 11 - Firefox,True,Normal,11,4,3,1,0.0,1,1,3,1
cfdee76c-160e-42fb-9a28-c8c02ac56b19,User,2026-07-04 13:27:23,21.252.125.20,"Millerport, India",AWS Console,Password,3809,git pull -> kubectl get pods -> ssh -i key.pem,Windows 11 - Edge,True,Normal,13,5,3,1,0.0,1,1,3,1
fc15db0a-7558-4564-87b6-5e61a977ed31,User,2026-07-03 17:13:21,80.16.228.171,"Smithport, Morocco",GitLab,SSO,23485,docker ps -> git push -> git pull,Windows 11 - Firefox,True,Normal,17,4,3,1,0.0,1,0,4,1
10ac684d-66f5-45fb-8c60-57a6e0ee966a,User,2026-07-08 12:12:49,93.164.182.168,"South Nicholas, Falkland Islands (Malvinas)",VPN,Password,26249,Unknown,Windows 11 - Chrome,True,Normal,12,2,0,1,0.0,1,1,3,1
9cf3baa1-3969-400e-a9cd-6eb855bb9da8,User,2026-07-08 11:35:40,120.193.54.42,"New Sheila, Sao Tome and Principe",Email,MFA,28256,Unknown,Windows 10 - Edge,True,Normal,11,2,0,1,0.0,1,1,2,1
b248b7f7-a8da-4e38-8dac-5c594d21db33,User,2026-06-25 11:01:09,181.223.113.3,"Brendaside, Ghana",CRM,SSO,14855,Unknown,macOS 13 - Safari,True,Normal,11,3,0,1,0.0,0,0,4,1
f589ae4c-d185-4d59-9f5c-46458b9cda4a,User,2026-07-19 11:56:28,6.208.247.231,"South Saraview, Bolivia",Email,Hardware Token,7999,Unknown,Windows 11 - Edge,True,Normal,11,6,0,1,0.0,1,1,1,1
83cc133c-c1f5-4c54-a7fe-44df9473a11d,User,2026-07-04 13:38:45,22.234.49.237,"South Eileen, Hong Kong",CRM,SSO,16253,Unknown,Windows 10 - Safari,True,Normal,13,5,0,1,0.0,1,1,4,1
68971b50-b1a2-4e5e-a670-72c289ff1af1,User,2026-06-27 13:00:09,112.124.53.50,"South Aliciafort, Antigua and Barbuda",Email,MFA,17679,Unknown,Ubuntu 22.04 - Firefox,True,Normal,13,5,0,1,0.0,1,1,2,1
1aea8e25-81f0-454e-88d5-0e2c0d7cae20,User,2026-07-16 10:32:53,75.186.175.21,"Judyland, Eritrea",CRM,Password,21722,Unknown,macOS 13 - Chrome,True,Normal,10,3,0,1,0.0,1,1,3,1
510c766a-cd39-4b12-a784-a915b903cee2,Device,2026-06-27 15:49:06,27.71.72.166,"Lake Brenda, Nauru",CRM,MFA,23435,Unknown,Network Router (Updated),True,Normal,15,5,0,1,0.0,0,1,2,0
9738249a-07d9-42e1-be14-b177369c827a,User,2026-07-23 07:15:21,81.114.155.128,"North Matthewfort, Ecuador",Database,Biometric,4919,UPDATE records,Windows 10 - Safari,True,Normal,7,3,1,1,0.0,1,1,0,1
c4abe332-4245-4f4c-abed-00fb83718d3a,User,2026-07-15 11:38:51,217.163.53.174,"Cowanborough, Bangladesh",Confluence,Password,2747,Unknown,Ubuntu 22.04 - Chrome,True,Normal,11,2,0,1,0.0,1,0,3,1
2240f078-c846-48c1-a74f-e94539ec6487,User,2026-07-06 17:11:07,107.93.30.228,"Ryanport, Tonga",CRM,Hardware Token,5987,Unknown,Windows 10 - Safari,True,Normal,17,0,0,1,0.0,1,1,1,1
e10cf797-ba24-4fb1-a465-3ef1a2e01027,Device,2026-07-07 09:39:22,172.125.51.214,"New Edgarburgh, Senegal",Email,MFA,21126,Unknown,App Server,True,Normal,9,1,0,1,0.0,1,1,2,0
b02bb9e6-3602-413c-99ac-e750e19a01c0,User,2026-07-05 10:18:12,18.46.101.237,"Williamsfurt, Saint Kitts and Nevis",CRM,Password,17411,Unknown,Ubuntu 22.04 - Edge,True,Normal,10,6,0,1,0.0,1,1,3,1
86e47684-5bf6-4af8-a1d9-486d4a396536,Device,2026-06-30 09:02:25,153.176.124.143,"Port Nicholas, Montserrat",Confluence,Hardware Token,16913,Unknown,App Server,True,Normal,9,1,0,1,0.0,1,1,1,0
f315f03d-3624-486f-9064-af6814a4a6c3,Device,2026-07-03 12:09:44,219.47.146.223,"Port Jessicahaven, Iceland",HRIS,MFA,2176,Unknown,Database Server,True,Normal,12,4,0,1,0.0,1,1,2,0
3ce912c3-9b2b-4732-877b-2cc209ba230e,User,2026-07-13 15:18:15,212.87.111.233,"New Janet, Spain",Email,Biometric,3917,Unknown,Ubuntu 22.04 - Edge,False,Normal,15,0,0,1,1.0,1,1,0,1
